dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
0,0,0,1200,Dept. of Agriculture,1242,12K3: Animal and Plant Health Inspection Service,Animal and Plant Health Inspection Service (disused code),032KW,1200,Dept. of Agriculture,12K3: Animal and Plant Health Inspection Service,Animal and Plant Health Inspection Service (disused code),,Not Applicable,,,,,,01/15/2000,01/15/2000,01/15/2000,01/15/2000,07/15/2000,07/15/2000,07/15/2000,07/15/2000,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,"BENNETT, MARTIN, SOLKA, & TORN","BENNETT, MARTIN, SOLKA, & TORN",,,,Invalid code: ,,,,,,6262 WEBER RD STE 310,,,CORPUS CHRISTI,TX,TX: Texas,TX,784134031,UNITED STATES,TX27,TX27,TX27,,,44769669,44769669,,,,,,,BENNETT  MARTIN  SOLKA AND TORNO  INC.,BENNETT  MARTIN  SOLKA AND TORNO  INC.,BENNETT  MARTIN  SOLKA AND TORNO  INC.,44769669,44769669,044769669,48768,TX,TX: Texas,TX: ,United States,,TX00,TX90,TX00,C: Architect and engineering services,"C211: Architect - Engineer Services (including landscaping, interior layout, and designing)",,, ,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No, ,Invalid code: ,1242: Animal and Plant Health Inspection Service (disused code),032KW200001B5332946020TSK3,0,0,2000, ,,,,4df06f2a71dfa6da2a4ca92df4ee5232,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,AE: Architect - Engineer, ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,11,$560000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-2.1939893,2000,1,15,2000,1,15
0,0,0,,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",N00189,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",N61018,Not Applicable,,,,,,07/03/2007,07/03/2007,07/03/2007,07/03/2007,05/15/2007,05/15/2007,05/15/2007,05/15/2007,Purchase Order (PO),Other Administrative Action,Fixed Price,X,No,X,,None,Invalid code: ,Not Applicable,X,"HOSE RACK, MOBILE 3 TIER 3000 FT",No,1,NONE,,,,,,FIVE ALARM FIRE AND SAFETY EQUIPMENT CORPORATION,FIVE ALARM FIRE AND SAFETY EQUIPMENT CORPORATION,,FIVE ALARM FIRE AND SAFETY EQUIPMENT CORPORATION,,Invalid code: ,,,,,,704 OAK ST,,,FORT ATKINSON,WI,WI: Wisconsin,WI,535381464,UNITED STATES,WI02,WI02,WI02,8479301200000,535381464,847930120,847930120,,,02/01/2002,02/01/2002,02/15/2008,02/15/2008,5 ALARM FIRE & SAFETY EQUIPMENT  LLC,5 ALARM FIRE & SAFETY EQUIPMENT  LLC,5 ALARM FIRE & SAFETY EQUIPMENT  LLC,847930120,847930120,847930120,26675,WI,WI: Wisconsin,WI: WISCONSIN,United States,535381464,WI02,WI02,WI02,"42: Fire fighting, rescue, and safety equipment",4210: Fire Fighting Equipment,000,C9E,332721: Precision Turned Product Manufacturing,NOT IT PRODUCTS OR SERVICES,No,Meets Requirements,No Clauses Included,N,Invalid code: ,No, ,Mfg outside U.S. - Commercial information technology,"9700: DEFENSE, Department of",N0018907PM212,P00001,0,2007, ,,,N0018907QM035,ae6627557466d16f2e0abac3d963acd7,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,2,A,N,No,No,,NP: Negotiated Proposal / Quote,SBA: Small Business Set-Aside -- Total,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,50,$17.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.7949284,2007,7,3,2007,7,3
21.89,21.89,0,4700,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,HR000,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W52CR1,Not Applicable,,,,,,05/14/2010,05/14/2010,05/14/2010,05/14/2010,06/16/2010,06/16/2010,,,Blanket Purchase Agreement Call,Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,"TAS::21 2020::TAS REFLECTOR, INDICATING, CLEARANCE, U/I PG (25) IAW MICRO STANDING QUOTATION ENDING 9/24/10.",No,1,NONE,,,,,,AA WHEEL AND TRUCK SUPPLY INCORPORATED,AA WHEEL AND TRUCK SUPPLY INCORPORATED,,,,Invalid code: ,,,,,,717 E 16TH AVE,,,KANSAS CITY,MO,MO: Missouri,MO,641163722,UNITED STATES,MO06,MO06,MO06,6141637070000,641163722,614163707,614163707,,,12/11/2003,12/11/2003,10/10/2007,10/10/2007,AA WHEEL & TRUCK SUPPLY  INC.,AA WHEEL & TRUCK SUPPLY  INC.,AA WHEEL & TRUCK SUPPLY  INC.,614163707,614163707,,,MO,MO: Missouri,MO: MISSOURI,United States,641163722,MO06,MO06,MO06,99: Miscellaneous,"9905: Signs, Advertising Displays, and Identification Plates",,,339950: Sign Manufacturing,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4730: Federal Supply Service,GSFPNBCK1630,0,0,2010,4730: Federal Supply Service,GS07FMAAWH,0,,5e5a5c3268683013757fc0101a7a5e38,active,Competed after exclusion of sources,F: Competed under SAT (Simplified Acquisition Threshold), ,0,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,N,,60,$12000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.0513575,2010,5,14,2010,5,14
2180,2180,2180,,Dept. of Health and Human Services,7529,7529: National Institutes of Health,National Institutes of Health,00263, ,Dept. of Health and Human Services,7529: National Institutes of Health, ,,Not Applicable,,,,,,10/16/2003,10/16/2003,10/16/2003,10/16/2003,10/16/2003,10/16/2003,11/26/2012,11/26/2012,Delivery Order (DO),Invalid code: ,Fixed Price,X,Yes,X,,None,Invalid code: ,Invalid code: ,X,ADP COMPONENTS,Yes,1,NONE,,,,,,"A&T SYSTEMS, INC.","A&T SYSTEMS, INC.",,,,Invalid code: ,,,,,,12200 TECH ROAD,SUITE 100,,SILVER SPRING,MD,MD: Maryland,MD,209047871,UNITED STATES,MD04,MD04,MD04,1538705300000PR,,153870530,153870530,,,,,05/11/2005,05/11/2005,A & T SYSTEMS  INC.,A & T SYSTEMS  INC.,A & T SYSTEMS  INC.,153870530,153870530,153870530,,MD,MD: Maryland,MD: ,United States,,MD00,MD90,MD00,70: Automatic data processing equipment,7050: ADP Components,,,334111: Electronic Computer Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,7529: National Institutes of Health,HHS263030512HHSN26359754,0,0,2004,7529: National Institutes of Health,263030512,0,,fc2a75ddb50d1e0d45416d5a92e887e1,active,Full and open competition,A: Full and Open Competition, ,90,D,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,,110,$30000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.2919962,2003,10,16,2003,10,16
17123,0,0,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",C2470,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",,Not Applicable,,,,,,01/29/2002,01/29/2002,01/29/2002,01/29/2002,09/29/2002,09/29/2002,,,Delivery Order (DO),"Additional Work (new agreement, FAR part 6 applies)",Fixed Price,X,No,No,,None,Not Obtained - Waived,Not Applicable,X, ,No,1,NONE,,,,,,"TAMS CONSULTANTS, INC","TAMS CONSULTANTS, INC",,,,Invalid code: ,,,,,,655 THIRD AVENUE,,,NEW YORK,NY,NY: New York,NY,10017,UNITED STATES,NY14,NY14,NY14,,,183214600,183214600,,,,,,,AECOM TECHNOLOGY CORPORATION,AECOM TECHNOLOGY CORPORATION,AECOM TECHNOLOGY CORPORATION,153561212,153561212,153561212,9900,NC,NC: North Carolina,NC: ,United States,,NC00,NC90,NC00,C: Architect and engineering services,C219: Other Architect and Engineering Services,2000,C2,541310: Architectural Services,,No,Not Required,Invalid code: ,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0029,2,0,2002,"9700: DEFENSE, Department of",N6247097D3456,0,,3985a2e8f5517ef5e4543e9fbde5a39a,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,2,A,N,Yes,No,,AE: Architect - Engineer,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Required - Incentive Not Included,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,No,X,No,,,-2.4600079,2002,1,29,2002,1,29
1500,0,0,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",C8950,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",,Not Applicable,,,,,,07/18/2002,07/18/2002,07/18/2002,07/18/2002,04/30/2002,04/30/2002,,,Delivery Order (DO),Supplemental Agreement for work within scope,Cost No Fee,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,ACCURATE ENGINEERING AND MATER,ACCURATE ENGINEERING AND MATER,,,,Invalid code: ,,,,,,7330 NORTH CICERO AVENUE,,,LINCOLNWOOD,IL,IL: Illinois,IL,60712,UNITED STATES,IL09,IL09,IL09,,,62963348,62963348,,,,,,,ACCURATE GROUP  INC.,ACCURATE GROUP  INC.,ACCURATE GROUP  INC.,62963348,62963348,062963348,31175,IL,IL: Illinois,IL: ,United States,,IL00,IL90,IL00,Y: Construction of structures and facilities,"Y222: Construction of Structures and Facilities -- Highways, Roads, Streets, Bridges, and Railways (includes resurfacing)",2000,C2,234110: Highway and Street Construction,,No,Meets Requirements,FAR 52.223-4 Included (Recovered Material Certification),N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0021,3,0,2002,"9700: DEFENSE, Department of",N6895099D0191,0,,fc5589f94000500681efb205db411695,active,Full and open competition,A: Full and Open Competition, ,2,D,N,Yes,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$1000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-2.0283625,2002,7,18,2002,7,18
14259.36,14259.36,14259.36,,Dept. of the Treasury,2036,2036: Bureau of the Public Debt,Bureau of the Public Debt,PD003,1500,Dept. of Justice,"1500: JUSTICE, Department of","JUSTICE, Department of",,Not Applicable,,,,,,10/04/2004,10/04/2004,10/01/2004,10/01/2004,12/31/2004,12/31/2004,12/31/2004,12/31/2004,Delivery Order (DO),Other Administrative Action,Labor Hours,X,No,No,,None,Invalid code: ,Invalid code: ,X,SUPPORT SERVICES,No,1,NONE,,,,,,ADECCO INC,ADECCO INC,ADECCO TECHNICAL / TAD PGS,ADECCO INCORPORATED,ADECCO TECHNICAL,Invalid code: ,,,,,,175 BROAD HOLLO ROAD,,,MELVILLE,NY,NY: New York,NY,117478905,UNITED STATES,NY02,NY02,NY02,0616184920000PR,117478905,61618492,61618492,,,,,01/06/2006,01/06/2006,ADECCO S.A.,ADECCO S.A.,ADECCO S.A.,481124857,481124857,481124857,,CA,CA: California,CA: CALIFORNIA,United States,900123308,CA34,CA34,CA34,"R: Professional, admin, and management support services",R699: Other Administrative Support Services,,,561320: Temporary Help Services,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,2036: Bureau of the Public Debt,LOS006311,4,0,2005,2036: Bureau of the Public Debt,TPD02C0021,0,,b2b1bc8a182141190011c1f8234d6ad5,active,Unknown,Invalid code: , ,6,D,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,,2000,$25000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-1.9143516,2004,10,1,2004,10,4
4318.6,4318.6,4318.6,4700,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,CR000,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",M95100,Not Applicable,,,,,,02/23/2010,02/23/2010,02/23/2010,02/23/2010,03/07/2010,03/07/2010,03/07/2010,03/07/2010,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,X,,None,Invalid code: ,Invalid code: ,X,"GENUINE HEWLETT PACKARD HP CB403A COLORSPHERE MA GENTA LASER TONER CARTRIDGE FOR HP COLOR LASERJE T CP4005 LASER TONER PRINTERS. COMPATIBLE WITH C OLOR LASERJET CP4005, CP4005DN, AND CP4005N. 7,5 000 PAGE YIELD.",No,1,NONE,,,,,,"ABM OFFICE SUPPLY CO, INC","ABM OFFICE SUPPLY CO, INC",,,,Invalid code: ,,,,,,5 RESEARCH PARK DR,,,SAINT CHARLES,MO,MO: Missouri,MO,633045685,UNITED STATES,MO09,MO09,MO09,,,64632888,64632888,,,,,,,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,64632888,64632888,,,MO,MO: Missouri,MO: MISSOURI,United States,633045685,MO09,MO09,MO09,75: Office supplies and devices,7510: Office Supplies,,,339944: Carbon Paper and Inked Ribbon Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4730: Federal Supply Service,GSNPNE3D0120,0,0,2010,4730: Federal Supply Service,GS14F0167D,0,,7f763ca87a272f8fa02fe6b4b6e2fb19,active,Full and open competition,A: Full and Open Competition, ,999,A,N,No,No,,MAFO: Multiple Award Fair Opportunity,NONE: No set aside used.,No Preference used,Invalid code: ,No Exception -- Fair Opportunity given,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,N,,0,$0.00,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,B,No,No,No,No,No,No,,X,X,X,No,,,-1.8462745,2010,2,23,2010,2,23
6000,0,0,1500,Dept. of Justice,1540,1540: Bureau of Prisoners/Federal Prison System,Bureau of Prisoners/Federal Prison System,ALWPA,1500,Dept. of Justice,1540: Bureau of Prisoners/Federal Prison System,Bureau of Prisoners/Federal Prison System,,Not Applicable,,,,,,04/15/2003,04/15/2003,04/15/2003,04/15/2003,06/15/2003,06/15/2003,06/15/2003,06/15/2003,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,X,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,ALTERNATIVE MATERIALS,ALTERNATIVE MATERIALS,,,,Invalid code: ,,,,,,311 OTTERSON DR STE 60,,,CHICO,CA,CA: California,CA,959288236,UNITED STATES,CA02,CA02,CA02,,,605524214,605524214,,,,,,,ALTERNATIVE MATERIALS,ALTERNATIVE MATERIALS,ALTERNATIVE MATERIALS TECHNOLOGY,605524214,605524214,605524214,13014,CA,CA: California,CA: ,United States,,CA00,CA90,CA00,"80: Brushes, paints, sealers, and adhesives","8010: Paints, Dopes, Varnishes, and Related Products",,,325510: Paint and Coating Manufacturing,,No,Meets Requirements,FAR 52.223-4 Included (Recovered Material Certification),,Not a bundled requirement,No, ,Invalid code: ,1540: Bureau of Prisoners/Federal Prison System,ALWPA200304C45001352661PIC317697,0,0,2003,1540: Bureau of Prisoners/Federal Prison System,1PIC317697,0,,b453ed1f54a51f7eeb538869112565f6,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.3812065,2003,4,15,2003,4,15
28709.19,28709.19,28709.19,,General Services Administration,4740,4740: Public Buildings Service,Public Buildings Service,BY000, ,General Services Administration,4740: Public Buildings Service, ,,Not Applicable,,,,,,10/01/2004,10/01/2004,10/01/2004,10/01/2004,09/30/2005,09/30/2005,09/30/2005,09/30/2005,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,No,,None,Invalid code: ,Invalid code: ,X,LEASE,No,1,NONE,,,,,,157 CHURCH LLC,157 CHURCH LLC,,,,Invalid code: ,,,,,,157 CHURCH ST LBBY,,,NEW HAVEN,CT,CT: Connecticut,CT,065102105,UNITED STATES,CT03,CT03,CT03,625841312,065102105,625841312,625841312,8602934294,8602934309,02/02/2007,02/02/2007,03/12/2011,03/12/2011,157 CHURCH LLC,157 CHURCH LLC,157 CHURCH LLC,625841312,625841312,625841312,,CT,CT: Connecticut,CT: ,United States,,CT00,CT90,CT00,X: Lease or rental of facilities,X111: Lease or Rental of Facilities -- Office Buildings,,,531120: Lessors of Nonresidential Buildings (except Miniwarehouses),,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4740: Public Buildings Service,GS01B0419804306,0,0,2005,4740: Public Buildings Service,GS01B04198,6,,d8d1c530a4c9b021d4d36befb5d43ed8,active,Not competed,C: Not Competed,UNQ: Unique Source,2,D,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,OTHER,7,$16500000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.5271664,2004,10,1,2004,10,1
0,0,0,,Dept. of Health and Human Services,7530,7530: Centers for Medicare & Medicaid Services,Centers for Medicare & Medicaid Services,00500, ,Dept. of Health and Human Services,7530: Centers for Medicare & Medicaid Services, ,,Not Applicable,,,,,,06/16/2006,06/16/2006,06/16/2006,06/16/2006,08/31/2006,08/31/2006,05/31/2007,05/31/2007,Delivery Order (DO),Supplemental Agreement for work within scope,Fixed Price,X,Yes,No,,None,Invalid code: ,Invalid code: ,X,ADP TELEPROCESSING & TIMESHARE,No,1,NONE,,,,,,A T AND T CORPORATION (0000),A T AND T CORPORATION (0000),AT&T,,,Invalid code: ,,,,,,2020 K ST NW STE 800,,,WASHINGTON,DC,DC: District of Columbia,DC,200061820,,DC00,DC98,DC00,20006-905624,,123853330,123853330,,,,,,,A T AND T CORPORATION (0000),A T AND T CORPORATION (0000),A T AND T CORPORATION (0000),123853330,123853330,123853330,,MD,MD: Maryland,MD: MARYLAND,United States,212441850,MD07,MD07,MD07,D: Automatic data processing and telecom. services,D305: ADP Teleprocessing and Timesharing Services,,,513310: Wired Telecommunications Carriers,,No,Meets Requirements,No Clauses Included,,Not a bundled requirement,No, ,Invalid code: ,7530: Centers for Medicare & Medicaid Services,00500200303CCMS0301033GS00T99AHD0004,36,0,2006,4735: Federal Technology Service,GS00T99AHD0004,0,,df989fc3c39681c1eac9b1964a0c574a,active,Not available for competition,B: Not Available for Competition,FOC: Follow-on Contract,1,A,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Follow-on Delivery Order Following Competitive Initial Order,Other Than Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.3539732,2006,6,16,2006,6,16
